user_id,user_active_degree,is_lowactive_period,is_live_streamer,is_video_author,follow_user_num,follow_user_num_range,fans_user_num,fans_user_num_range,friend_user_num,friend_user_num_range,register_days,register_days_range,onehot_feat0,onehot_feat1,onehot_feat2,onehot_feat3,onehot_feat4,onehot_feat5,onehot_feat6,onehot_feat7,onehot_feat8,onehot_feat9,onehot_feat10,onehot_feat11,onehot_feat12,onehot_feat13,onehot_feat14,onehot_feat15,onehot_feat16,onehot_feat17
8220,full_active,0,1,1,151,"(150,250]",212,"[100,1k)",1,"[1,5)",1753,730+,1,3,2,1171,5.0,0,1,8,181,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0
8273,high_active,0,-124,0,18,"(10,50]",5,"[1,10)",2,"[1,5)",835,730+,0,2,19,615,2.0,0,1,0,102,5,2,0,1.0,0.0,0.0,0.0,0.0,0.0
8361,full_active,0,-124,1,175,"(150,250]",9,"[1,10)",9,"[5,30)",798,730+,0,2,29,949,1.0,0,0,19,396,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
8363,full_active,0,-124,1,23,"(10,50]",54,"[10,100)",17,"[5,30)",248,181-365,1,0,29,1302,1.0,0,1,10,451,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
8469,full_active,0,-124,1,16,"(10,50]",478,"[100,1k)",7,"[5,30)",1030,730+,0,6,29,1344,1.0,0,0,24,380,1,3,0,0.0,0.0,1.0,0.0,0.0,0.0
8538,full_active,0,-124,1,75,"(50,100]",742,"[100,1k)",75,"[60,120)",2140,730+,0,1,2,1165,6.0,0,1,34,328,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0
8558,high_active,0,-124,1,43,"(10,50]",76,"[10,100)",29,"[5,30)",2283,730+,1,2,22,371,1.0,0,0,15,214,6,2,0,1.0,0.0,0.0,0.0,0.0,0.0
8591,full_active,0,1,1,4348,500+,4438,"[1k,5k)",3630,250+,1286,730+,0,2,19,582,2.0,0,0,14,116,5,2,0,1.0,1.0,0.0,0.0,0.0,0.0
8706,full_active,0,-124,1,21,"(10,50]",23,"[10,100)",13,"[5,30)",1770,730+,1,2,19,562,4.0,0,0,31,354,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0
8719,full_active,0,1,1,219,"(150,250]",14,"[10,100)",0,0,2619,730+,1,2,2,1160,4.0,0,1,8,262,6,3,2,1.0,0.0,0.0,0.0,0.0,0.0
8733,high_active,0,-124,1,157,"(150,250]",75,"[10,100)",31,"[30,60)",1428,730+,1,4,16,840,2.0,0,1,43,221,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0
8747,middle_active,0,-124,0,177,"(150,250]",0,0,0,0,38,31-60,0,1,19,659,1.0,0,0,31,276,6,0,0,1.0,0.0,1.0,0.0,0.0,0.0
8756,full_active,0,-124,1,350,"(250,500]",124,"[100,1k)",119,"[60,120)",1343,730+,1,4,19,623,1.0,0,1,43,43,1,3,0,1.0,0.0,1.0,0.0,0.0,0.0
8777,full_active,0,-124,1,498,"(250,500]",138,"[100,1k)",106,"[60,120)",999,730+,1,1,31,376,2.0,0,0,7,77,5,2,0,1.0,0.0,0.0,0.0,0.0,0.0
8779,full_active,0,-124,1,40,"(10,50]",7,"[1,10)",2,"[1,5)",737,730+,0,1,28,27,,0,0,42,421,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
8796,middle_active,0,-124,1,37,"(10,50]",5,"[1,10)",5,"[5,30)",219,181-365,0,0,29,1320,1.0,0,0,15,178,3,3,0,0.0,1.0,0.0,0.0,0.0,0.0
8982,high_active,0,-124,1,53,"(50,100]",48,"[10,100)",15,"[5,30)",1680,730+,1,5,15,1226,0.0,0,0,24,380,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
9011,full_active,0,1,1,72,"(50,100]",67,"[10,100)",54,"[30,60)",1948,730+,0,3,19,611,1.0,0,0,1,82,2,3,0,1.0,0.0,0.0,0.0,0.0,0.0
9020,full_active,0,-124,1,593,500+,72,"[10,100)",67,"[60,120)",657,366-730,0,4,10,205,2.0,0,0,7,77,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0
9023,high_active,0,-124,0,8,"(0,10]",1,"[1,10)",1,"[1,5)",104,91-180,1,3,2,1165,6.0,0,1,20,348,4,0,2,1.0,0.0,0.0,0.0,0.0,0.0
9104,full_active,0,-124,0,241,"(150,250]",0,0,0,0,846,730+,1,3,31,378,3.0,0,1,32,33,2,4,0,0.0,0.0,0.0,0.0,1.0,0.0
9116,full_active,0,-124,1,95,"(50,100]",9,"[1,10)",6,"[5,30)",823,730+,1,1,31,386,1.0,0,1,34,273,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
9149,full_active,0,1,1,82,"(50,100]",177,"[100,1k)",76,"[60,120)",1982,730+,0,2,2,1159,3.0,0,1,18,393,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0
9307,full_active,0,-124,1,55,"(50,100]",47,"[10,100)",1,"[1,5)",1630,730+,0,4,19,558,2.0,0,0,13,117,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0
9367,full_active,0,-124,1,146,"(100,150]",69,"[10,100)",12,"[5,30)",1609,730+,1,5,19,595,1.0,0,1,20,383,6,4,0,1.0,1.0,0.0,0.0,0.0,0.0
9369,full_active,0,-124,0,30,"(10,50]",7,"[1,10)",7,"[5,30)",1385,730+,1,2,2,1160,4.0,0,1,0,149,6,4,2,1.0,0.0,0.0,0.0,0.0,0.0
9413,high_active,0,-124,1,132,"(100,150]",33,"[10,100)",14,"[5,30)",921,730+,0,2,19,620,1.0,0,0,42,120,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
9415,full_active,0,-124,1,191,"(150,250]",343,"[100,1k)",171,"[120,250)",577,366-730,0,1,19,641,1.0,0,1,17,444,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0
9416,full_active,0,1,1,657,500+,841,"[100,1k)",580,250+,1398,730+,0,2,19,611,1.0,0,0,31,193,3,3,0,1.0,1.0,0.0,0.0,0.0,0.0
9510,full_active,0,-124,1,20,"(10,50]",17,"[10,100)",5,"[5,30)",1877,730+,1,2,10,230,1.0,0,1,10,254,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
9566,high_active,0,-124,0,191,"(150,250]",0,0,0,0,31,31-60,1,3,10,604,2.0,0,1,32,33,2,3,0,1.0,0.0,0.0,0.0,0.0,0.0
9593,full_active,0,1,1,256,"(250,500]",35,"[10,100)",35,"[30,60)",398,366-730,1,4,30,948,2.0,0,0,31,354,3,3,0,0.0,0.0,1.0,0.0,0.0,0.0
9607,full_active,0,-124,1,145,"(100,150]",234,"[100,1k)",140,"[120,250)",1371,730+,1,1,11,967,1.0,0,0,15,32,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
9619,full_active,0,-124,1,358,"(250,500]",1629,"[1k,5k)",352,250+,1558,730+,0,1,9,296,0.0,0,1,18,293,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
9672,high_active,0,1,1,405,"(250,500]",100,"[100,1k)",100,"[60,120)",1091,730+,0,5,29,1342,1.0,0,0,31,42,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0
9756,middle_active,0,-124,1,301,"(250,500]",56,"[10,100)",31,"[30,60)",1618,730+,0,1,10,57,1.0,0,1,8,288,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0
9794,full_active,0,-124,0,4,"(0,10]",0,0,0,0,292,181-365,1,4,22,371,1.0,0,1,8,287,2,0,0,1.0,0.0,1.0,0.0,0.0,0.0
9811,full_active,0,-124,1,181,"(150,250]",11,"[10,100)",8,"[5,30)",833,730+,1,4,19,545,1.0,0,0,31,42,6,4,0,,,,,,
9845,full_active,0,-124,1,134,"(100,150]",13,"[10,100)",1,"[1,5)",781,730+,0,4,19,628,1.0,0,1,43,232,3,3,0,1.0,0.0,1.0,0.0,0.0,0.0
9910,high_active,0,1,1,614,500+,239,"[100,1k)",103,"[60,120)",1654,730+,1,2,29,977,3.0,0,0,15,118,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
9964,full_active,0,1,1,961,500+,983,"[100,1k)",858,250+,1740,730+,1,2,2,1159,3.0,0,1,9,243,6,2,2,1.0,0.0,0.0,0.0,0.0,0.0
9972,full_active,0,1,1,816,500+,4459,"[1k,5k)",214,"[120,250)",1652,730+,1,4,10,499,4.0,0,0,30,251,3,4,0,1.0,0.0,0.0,0.0,0.0,0.0
10052,high_active,0,-124,0,94,"(50,100]",6,"[1,10)",2,"[1,5)",1274,730+,0,4,29,898,2.0,0,1,44,289,5,3,0,1.0,0.0,0.0,0.0,0.0,0.0
10088,full_active,0,-124,1,479,"(250,500]",32,"[10,100)",21,"[5,30)",776,730+,1,1,31,376,1.0,0,0,15,274,6,2,0,1.0,0.0,0.0,0.0,0.0,0.0
10193,full_active,0,-124,0,63,"(50,100]",29,"[10,100)",4,"[1,5)",775,730+,0,4,10,763,3.0,0,0,24,410,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
10219,full_active,0,-124,1,184,"(150,250]",325,"[100,1k)",178,"[120,250)",1666,730+,0,2,28,210,,0,1,43,221,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0
10238,high_active,0,-124,1,211,"(150,250]",1,"[1,10)",1,"[1,5)",1101,730+,1,1,33,956,2.0,0,1,21,34,6,4,0,1.0,0.0,0.0,0.0,0.0,0.0
10258,full_active,0,-124,1,22,"(10,50]",70,"[10,100)",22,"[5,30)",1162,730+,0,3,2,1165,6.0,0,1,21,205,3,0,2,1.0,0.0,0.0,0.0,0.0,0.0
10324,full_active,0,-124,1,72,"(50,100]",231,"[100,1k)",71,"[60,120)",1027,730+,0,1,19,1258,1.0,0,1,43,211,1,3,0,0.0,0.0,1.0,0.0,0.0,0.0
10453,full_active,0,-124,1,179,"(150,250]",24,"[10,100)",8,"[5,30)",2599,730+,0,3,2,1160,4.0,0,1,0,360,6,0,2,1.0,0.0,0.0,0.0,0.0,0.0
10521,full_active,0,-124,1,32,"(10,50]",10,"[10,100)",4,"[1,5)",1857,730+,1,4,29,1369,2.0,0,1,20,191,5,3,0,1.0,1.0,1.0,0.0,0.0,0.0
10522,full_active,0,-124,1,433,"(250,500]",813,"[100,1k)",425,250+,1585,730+,0,3,2,1158,7.0,0,1,8,36,4,4,2,1.0,0.0,0.0,0.0,0.0,0.0
10529,full_active,0,-124,1,366,"(250,500]",124,"[100,1k)",113,"[60,120)",411,366-730,0,4,19,634,2.0,0,0,19,111,6,2,0,1.0,0.0,0.0,0.0,0.0,0.0
10570,full_active,0,-124,1,588,500+,243,"[100,1k)",133,"[120,250)",1996,730+,1,2,2,1171,5.0,0,0,19,111,6,2,2,0.0,0.0,0.0,0.0,0.0,0.0
10598,middle_active,0,1,1,562,500+,615,"[100,1k)",415,250+,218,181-365,1,1,48,695,1.0,0,1,43,136,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
10617,full_active,0,1,1,42,"(10,50]",38,"[10,100)",14,"[5,30)",1633,730+,1,3,10,765,2.0,0,0,7,427,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0
10624,full_active,0,1,1,201,"(150,250]",1586,"[1k,5k)",49,"[30,60)",2099,730+,1,3,48,689,2.0,0,1,8,36,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0
10660,full_active,0,-124,1,24,"(10,50]",229,"[100,1k)",24,"[5,30)",2494,730+,1,2,2,1160,4.0,0,0,15,394,4,2,2,1.0,0.0,0.0,0.0,0.0,0.0
10673,full_active,0,-124,1,546,500+,574,"[100,1k)",467,250+,784,730+,1,1,2,1153,5.0,0,1,18,196,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0
10702,full_active,0,1,1,100,"(50,100]",228,"[100,1k)",93,"[60,120)",1599,730+,1,2,2,1122,2.0,0,1,34,80,1,3,1,1.0,0.0,0.0,0.0,0.0,0.0
10752,high_active,0,-124,1,81,"(50,100]",26,"[10,100)",14,"[5,30)",113,91-180,0,4,19,513,0.0,0,0,19,110,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
10804,full_active,0,-124,1,692,500+,984,"[100,1k)",624,250+,1558,730+,0,1,2,1159,3.0,0,0,31,354,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0
10849,full_active,0,1,1,1298,500+,929,"[100,1k)",892,250+,1421,730+,0,4,19,622,1.0,0,1,17,253,4,0,0,1.0,0.0,1.0,0.0,0.0,0.0
10901,high_active,0,-124,1,383,"(250,500]",292,"[100,1k)",173,"[120,250)",305,181-365,0,0,28,265,,0,1,20,174,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0
10911,full_active,0,1,1,440,"(250,500]",791,"[100,1k)",236,"[120,250)",1667,730+,0,3,2,1171,5.0,0,0,13,390,3,4,2,1.0,0.0,0.0,0.0,0.0,0.0
11080,full_active,0,-124,0,30,"(10,50]",0,0,0,0,195,181-365,1,4,9,136,1.0,0,1,10,389,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0
11089,high_active,0,1,1,142,"(100,150]",178,"[100,1k)",133,"[120,250)",532,366-730,1,2,10,172,1.0,0,1,43,47,3,2,0,1.0,0.0,0.0,0.0,0.0,0.0
11094,middle_active,0,-124,1,1,"(0,10]",0,0,0,0,2630,730+,1,2,2,1168,7.0,0,1,32,33,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0
11101,high_active,0,-124,1,80,"(50,100]",3,"[1,10)",2,"[1,5)",135,91-180,0,0,19,620,1.0,0,1,18,175,3,2,0,1.0,0.0,1.0,0.0,0.0,0.0
11118,2_14_day_new,0,-124,0,16,"(10,50]",0,0,0,0,35,31-60,1,1,19,513,0.0,0,0,15,438,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
11130,full_active,0,-124,0,21,"(10,50]",7,"[1,10)",4,"[1,5)",431,366-730,0,5,10,111,,0,0,31,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
11160,high_active,0,-124,0,17,"(10,50]",1,"[1,10)",1,"[1,5)",100,91-180,0,4,19,641,1.0,0,1,18,413,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0
11249,full_active,0,1,1,2138,500+,614,"[100,1k)",611,250+,1809,730+,1,3,29,920,1.0,0,0,13,361,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
11274,full_active,0,-124,1,131,"(100,150]",123,"[100,1k)",71,"[60,120)",276,181-365,0,4,29,977,2.0,0,1,43,136,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
11451,full_active,0,-124,1,1116,500+,269,"[100,1k)",231,"[120,250)",947,730+,1,2,19,620,1.0,0,0,15,109,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
11473,high_active,0,-124,0,52,"(50,100]",9,"[1,10)",5,"[5,30)",1238,730+,0,4,29,920,1.0,0,1,0,58,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0
11791,full_active,0,-124,1,220,"(150,250]",209,"[100,1k)",186,"[120,250)",639,366-730,0,1,29,947,1.0,0,1,8,287,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
11853,full_active,0,-124,1,50,"(10,50]",10,"[10,100)",1,"[1,5)",670,366-730,0,3,19,547,2.0,0,1,9,402,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
11859,full_active,0,-124,1,669,500+,2027,"[1k,5k)",661,250+,1537,730+,0,1,2,1159,3.0,0,0,15,118,6,3,2,1.0,0.0,0.0,0.0,0.0,0.0
12060,full_active,0,-124,0,77,"(50,100]",2,"[1,10)",0,0,357,181-365,0,6,10,70,1.0,0,0,1,82,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0
12170,high_active,0,1,1,1700,500+,189,"[100,1k)",138,"[120,250)",2518,730+,1,4,29,897,2.0,0,0,15,109,3,2,0,1.0,0.0,0.0,0.0,1.0,0.0
12196,middle_active,0,-124,1,255,"(250,500]",523,"[100,1k)",230,"[120,250)",1449,730+,0,1,2,1180,2.0,0,0,15,274,6,4,2,1.0,0.0,0.0,0.0,0.0,0.0
12230,full_active,0,1,1,1662,500+,438,"[100,1k)",318,250+,1560,730+,1,5,29,958,1.0,0,0,14,452,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0
12254,high_active,0,-124,1,173,"(150,250]",42,"[10,100)",22,"[5,30)",438,366-730,1,4,19,570,0.0,0,0,31,242,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
12271,full_active,0,-124,1,298,"(250,500]",504,"[100,1k)",273,250+,1834,730+,0,2,2,1152,3.0,0,1,5,453,6,4,2,0.0,0.0,0.0,0.0,0.0,0.0
12279,high_active,0,-124,0,73,"(50,100]",0,0,0,0,1026,730+,1,4,19,531,2.0,0,1,43,68,3,2,0,1.0,0.0,0.0,0.0,0.0,0.0
12291,full_active,0,-124,1,33,"(10,50]",20,"[10,100)",13,"[5,30)",1778,730+,0,2,31,381,2.0,0,0,31,42,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
12352,full_active,0,-124,1,195,"(150,250]",38,"[10,100)",10,"[5,30)",1202,730+,1,5,31,438,1.0,0,0,26,38,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0
12359,full_active,0,-124,1,174,"(150,250]",30,"[10,100)",22,"[5,30)",1189,730+,0,2,10,111,,0,0,19,378,3,4,0,1.0,0.0,0.0,0.0,0.0,0.0
12403,middle_active,0,-124,0,33,"(10,50]",0,0,0,0,552,366-730,1,6,29,879,0.0,0,1,9,310,3,3,0,1.0,0.0,1.0,0.0,0.0,0.0
12427,2_14_day_new,0,-124,1,296,"(250,500]",18,"[10,100)",9,"[5,30)",732,730+,0,6,31,364,0.0,0,0,13,188,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
12460,low_active,0,-124,1,90,"(50,100]",45,"[10,100)",41,"[30,60)",175,91-180,0,1,19,606,1.0,0,1,43,211,1,3,0,,,,,,
12546,full_active,0,-124,0,130,"(100,150]",12,"[10,100)",2,"[1,5)",173,91-180,1,4,29,880,1.0,0,0,33,195,1,2,0,,,,,,
12660,2_14_day_new,0,-124,1,62,"(50,100]",91,"[10,100)",16,"[5,30)",2559,730+,0,2,9,478,2.0,0,1,10,254,3,4,0,1.0,0.0,0.0,0.0,0.0,0.0
12678,full_active,0,-124,1,1034,500+,28,"[10,100)",4,"[1,5)",2303,730+,1,4,10,170,1.0,0,1,20,191,5,0,0,,,,,,
12735,full_active,0,1,1,136,"(100,150]",464,"[100,1k)",128,"[120,250)",2115,730+,1,2,29,937,3.0,0,1,8,287,2,2,0,1.0,0.0,1.0,0.0,0.0,0.0
12762,high_active,0,-124,1,302,"(250,500]",7,"[1,10)",6,"[5,30)",1103,730+,1,3,10,198,0.0,0,1,43,211,1,3,0,0.0,0.0,1.0,0.0,0.0,0.0
12832,full_active,0,-124,1,1,"(0,10]",5,"[1,10)",0,0,778,730+,0,4,29,955,3.0,0,1,9,402,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0
12905,full_active,0,-124,1,219,"(150,250]",327,"[100,1k)",182,"[120,250)",2066,730+,0,2,29,955,3.0,0,0,33,107,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
12934,full_active,0,1,1,89,"(50,100]",305,"[100,1k)",4,"[1,5)",2091,730+,1,3,2,1169,8.0,0,1,44,147,4,2,2,1.0,0.0,0.0,0.0,0.0,0.0
13036,full_active,0,1,1,36,"(10,50]",10,"[10,100)",3,"[1,5)",1025,730+,1,3,2,1152,3.0,0,1,9,372,1,2,2,1.0,0.0,0.0,0.0,0.0,0.0
13041,full_active,0,1,1,32,"(10,50]",77,"[10,100)",26,"[5,30)",327,181-365,1,2,2,1169,8.0,0,1,8,200,5,2,2,1.0,0.0,0.0,0.0,0.0,0.0
13053,high_active,0,1,1,1,"(0,10]",18,"[10,100)",1,"[1,5)",1567,730+,1,2,28,861,,0,1,18,413,4,0,0,1.0,0.0,1.0,0.0,0.0,0.0
13097,full_active,0,1,1,405,"(250,500]",718,"[100,1k)",341,250+,1521,730+,1,4,29,947,1.0,0,0,26,124,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
13250,high_active,0,-124,0,8,"(0,10]",1,"[1,10)",1,"[1,5)",641,366-730,0,2,10,765,2.0,0,0,31,193,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
13331,full_active,0,-124,1,127,"(100,150]",240,"[100,1k)",76,"[60,120)",822,730+,0,6,29,1354,1.0,0,0,38,139,4,2,0,,,,,,
13350,high_active,0,-124,0,81,"(50,100]",1,"[1,10)",1,"[1,5)",69,61-90,0,1,29,1403,3.0,0,1,9,243,6,2,0,1.0,1.0,0.0,0.0,0.0,0.0
13376,full_active,0,-124,0,55,"(50,100]",4,"[1,10)",0,0,843,730+,1,4,29,1302,1.0,0,1,10,373,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0
13412,full_active,0,1,1,991,500+,339,"[100,1k)",196,"[120,250)",1661,730+,0,4,29,1289,3.0,0,0,33,234,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0
13449,full_active,0,-124,1,37,"(10,50]",2,"[1,10)",1,"[1,5)",254,181-365,0,6,41,1042,,0,0,15,178,3,2,0,1.0,0.0,1.0,0.0,0.0,0.0
13459,high_active,0,-124,1,159,"(150,250]",10,"[10,100)",8,"[5,30)",1322,730+,1,5,29,899,1.0,0,1,43,197,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
13533,full_active,0,1,1,37,"(10,50]",35,"[10,100)",2,"[1,5)",1764,730+,1,2,28,1003,,0,1,34,388,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
13571,middle_active,0,-124,1,83,"(50,100]",22,"[10,100)",0,0,652,366-730,1,1,29,952,4.0,0,1,43,221,4,3,0,1.0,0.0,1.0,0.0,0.0,0.0
13576,full_active,0,1,1,579,500+,257,"[100,1k)",163,"[120,250)",1682,730+,0,4,48,708,1.0,0,0,7,398,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0
13580,middle_active,0,1,1,286,"(250,500]",588,"[100,1k)",276,250+,831,730+,1,2,2,1180,2.0,0,0,28,445,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0
13687,full_active,0,-124,1,272,"(250,500]",202,"[100,1k)",163,"[120,250)",65,61-90,1,5,31,748,0.0,0,1,34,201,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0
13693,middle_active,0,-124,1,99,"(50,100]",130,"[100,1k)",98,"[60,120)",100,91-180,1,1,2,1155,3.0,0,1,43,43,1,3,2,,,,,,
13697,full_active,0,-124,1,113,"(100,150]",28,"[10,100)",20,"[5,30)",1943,730+,1,2,2,1158,7.0,0,1,21,34,6,4,2,1.0,0.0,0.0,0.0,0.0,0.0
13743,high_active,0,-124,1,181,"(150,250]",26,"[10,100)",15,"[5,30)",540,366-730,1,1,2,1175,1.0,0,0,13,330,5,4,2,1.0,0.0,0.0,0.0,0.0,0.0
13763,full_active,0,-124,1,265,"(250,500]",5,"[1,10)",1,"[1,5)",642,366-730,1,5,10,230,1.0,0,1,34,341,6,2,0,1.0,0.0,1.0,0.0,0.0,0.0
13804,full_active,0,1,1,323,"(250,500]",21,"[10,100)",6,"[5,30)",972,730+,1,4,2,1160,4.0,0,0,15,274,6,2,2,1.0,0.0,0.0,0.0,0.0,0.0
13814,full_active,0,-124,1,36,"(10,50]",10,"[10,100)",7,"[5,30)",1759,730+,0,2,19,611,1.0,0,0,13,204,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0
13821,high_active,0,1,1,123,"(100,150]",301,"[100,1k)",121,"[120,250)",1253,730+,1,1,9,296,0.0,0,1,34,273,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
13824,full_active,0,1,1,442,"(250,500]",1838,"[1k,5k)",413,250+,1596,730+,0,1,2,1153,4.0,0,1,43,336,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0
13826,high_active,0,-124,1,130,"(100,150]",159,"[100,1k)",111,"[60,120)",2259,730+,0,2,19,583,1.0,0,0,13,204,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0
13957,high_active,0,-124,1,892,500+,28,"[10,100)",14,"[5,30)",1228,730+,0,1,10,100,0.0,0,1,34,169,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
14025,full_active,0,1,1,1724,500+,779,"[100,1k)",441,250+,1971,730+,0,4,10,238,3.0,0,0,7,77,5,3,0,1.0,0.0,0.0,0.0,0.0,0.0
14026,full_active,0,-124,0,38,"(10,50]",15,"[10,100)",12,"[5,30)",1113,730+,1,4,29,1357,1.0,0,0,24,357,3,2,0,0.0,0.0,1.0,0.0,0.0,0.0
14100,full_active,0,-124,1,32,"(10,50]",40,"[10,100)",18,"[5,30)",1013,730+,0,1,2,1177,2.0,0,1,34,180,1,2,2,1.0,0.0,0.0,1.0,0.0,0.0
14176,high_active,0,-124,1,536,500+,5,"[1,10)",5,"[5,30)",262,181-365,1,0,2,1179,2.0,0,1,8,349,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0
14254,full_active,0,-124,1,69,"(50,100]",30,"[10,100)",13,"[5,30)",1530,730+,1,1,2,1160,4.0,0,1,8,181,2,3,2,1.0,0.0,0.0,0.0,0.0,0.0
14271,full_active,0,-124,1,82,"(50,100]",130,"[100,1k)",61,"[60,120)",1033,730+,1,6,19,583,1.0,0,0,42,63,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
14300,high_active,0,-124,1,1450,500+,2003,"[1k,5k)",1424,250+,1071,730+,0,5,2,1156,4.0,0,1,21,205,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0
14435,high_active,0,-124,1,332,"(250,500]",332,"[100,1k)",257,250+,1623,730+,0,4,29,1350,0.0,0,0,30,251,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0
14534,full_active,0,-124,1,63,"(50,100]",67,"[10,100)",34,"[30,60)",704,366-730,0,2,31,369,1.0,0,1,10,373,5,2,0,1.0,0.0,0.0,0.0,0.0,0.0
14619,middle_active,0,-124,1,490,"(250,500]",377,"[100,1k)",331,250+,393,366-730,1,1,2,1151,3.0,0,1,43,366,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0
14627,full_active,0,-124,1,126,"(100,150]",6,"[1,10)",1,"[1,5)",393,366-730,1,0,19,606,1.0,0,1,18,395,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
14751,full_active,0,1,1,802,500+,1993,"[1k,5k)",225,"[120,250)",1991,730+,0,4,10,271,3.0,0,0,28,367,3,4,0,0.0,0.0,1.0,0.0,0.0,0.0
14876,high_active,0,-124,1,398,"(250,500]",53,"[10,100)",45,"[30,60)",1098,730+,1,1,2,1153,4.0,0,0,15,214,6,4,2,1.0,0.0,0.0,0.0,0.0,0.0
14906,full_active,0,-124,1,311,"(250,500]",522,"[100,1k)",301,250+,856,730+,0,1,29,962,1.0,0,1,2,399,4,3,0,1.0,0.0,0.0,0.0,0.0,0.0
15027,full_active,0,1,1,251,"(250,500]",840,"[100,1k)",237,"[120,250)",984,730+,0,5,19,637,1.0,0,1,17,145,3,2,0,1.0,0.0,0.0,0.0,0.0,0.0
15076,full_active,0,-124,1,36,"(10,50]",6,"[1,10)",1,"[1,5)",124,91-180,1,2,2,1160,4.0,0,1,0,58,1,3,2,1.0,0.0,0.0,0.0,0.0,0.0
15164,full_active,0,-124,1,538,500+,399,"[100,1k)",370,250+,153,91-180,0,4,10,202,0.0,0,0,22,412,5,4,0,1.0,0.0,0.0,0.0,0.0,0.0
15209,full_active,0,-124,1,1258,500+,50,"[10,100)",28,"[5,30)",2254,730+,1,5,10,137,1.0,0,0,13,117,6,3,0,0.0,1.0,0.0,0.0,0.0,0.0
15308,low_active,0,-124,1,258,"(250,500]",23,"[10,100)",14,"[5,30)",981,730+,0,1,10,177,2.0,0,1,8,349,3,0,0,1.0,0.0,0.0,0.0,0.0,1.0
